firm_id,year,revenue,employees,treated,post
16,2013,35.9602,44,0,0
16,2014,32.7786,31,0,0
16,2015,29.2646,30,0,1
16,2016,28.4420,39,0,1
16,2017,25.4846,57,0,1
16,2018,29.9758,40,0,1
16,2019,36.2558,78,0,1
17,2010,15.4573,41,0,0
17,2011,11.3987,31,0,0
17,2012,15.0832,33,0,0
17,2013,23.5997,46,0,0
17,2014,19.1845,29,0,0
17,2015,13.7775,23,0,1
17,2016,15.0825,44,0,1
17,2017,13.9874,46,0,1
17,2018,22.2486,38,0,1
17,2019,16.5646,23,0,1
18,2010,103.8361,166,1,0
18,2011,164.0543,159,1,0
18,2012,83.9851,186,1,0
18,2013,85.3318,153,1,0
18,2014,89.6276,153,1,0
18,2015,105.9516,106,1,1
18,2016,196.4442,137,1,1
18,2017,135.8846,159,1,1
18,2018,105.1192,123,1,1
18,2019,134.2862,168,1,1
19,2010,49.9297,91,0,0
19,2011,38.6957,69,0,0
19,2012,41.8487,48,0,0
19,2013,49.6334,232,0,0
19,2014,57.3067,112,0,0
19,2015,48.0074,87,0,1
19,2016,63.3131,118,0,1
19,2017,79.8029,162,0,1
19,2018,44.5217,119,0,1
19,2019,68.6444,116,0,1
20,2010,24.8362,31,1,0
20,2011,35.2474,66,1,0
20,2012,33.5815,53,1,0
20,2013,27.9937,43,1,0
20,2014,17.8253,44,1,0
20,2015,34.2725,52,1,1
20,2016,24.0069,48,1,1
20,2017,20.4102,62,1,1
20,2018,30.3392,72,1,1
20,2019,15.1392,95,1,1
21,2010,24.6165,84,0,0
21,2011,29.1233,83,0,0
21,2012,34.4921,46,0,0
21,2013,31.7789,56,0,0
21,2014,31.3452,83,0,0
21,2015,27.8637,45,0,1
21,2016,39.5861,48,0,1
21,2017,15.6277,59,0,1
21,2018,30.3486,85,0,1
21,2019,20.4664,49,0,1
22,2010,16.4692,20,0,0
22,2011,10.2791,36,0,0
22,2012,20.4792,23,0,0
22,2013,14.4744,33,0,0
22,2014,11.8953,26,0,0
22,2015,17.8631,44,0,1
22,2016,24.0382,22,0,1
22,2017,15.1142,21,0,1
22,2018,17.1226,35,0,1
22,2019,23.6430,28,0,1
23,2010,34.7749,120,1,0
23,2011,62.3765,124,1,0
23,2012,37.0326,103,1,0
23,2013,53.9635,50,1,0
23,2014,76.6737,76,1,0
23,2015,83.8258,100,1,1
23,2016,54.0087,138,1,1
23,2017,117.6838,87,1,1
23,2018,48.7966,164,1,1
23,2019,80.0019,186,1,1
24,2010,61.5227,70,0,0
24,2011,37.3301,102,0,0
24,2012,45.6269,57,0,0
24,2013,71.5812,53,0,0
24,2014,69.5865,65,0,0
24,2015,36.8584,45,0,1
24,2016,53.6158,69,0,1
24,2017,75.2926,48,0,1
24,2018,30.6425,87,0,1
24,2019,60.2679,83,0,1
25,2010,38.0462,35,0,0
25,2011,38.9335,53,0,0
25,2012,30.4399,56,0,0
25,2013,13.9100,62,0,0
25,2014,43.6102,48,0,0
25,2015,22.5846,61,0,1
25,2016,27.6940,64,0,1
25,2017,38.6586,68,0,1
25,2018,20.1006,25,0,1
25,2019,25.2797,52,0,1
26,2010,30.6944,134,1,0
26,2011,61.2113,109,1,0
26,2012,58.6448,68,1,0
26,2013,58.4307,63,1,0
26,2014,42.1658,68,1,0
26,2015,88.8806,86,1,1
26,2016,32.7512,93,1,1
26,2017,33.0539,110,1,1
26,2018,50.1287,65,1,1
26,2019,41.3328,102,1,1
27,2010,19.8818,66,0,0
27,2011,31.8660,48,0,0
27,2012,24.7801,46,0,0
27,2013,16.6800,66,0,0
27,2014,35.0603,72,0,0
27,2015,17.2492,50,0,1
27,2016,24.3095,50,0,1
27,2017,38.9325,52,0,1
27,2018,44.6299,59,0,1
27,2019,43.4964,63,0,1
28,2010,17.2649,39,0,0
28,2011,37.9548,48,0,0
28,2012,33.6624,52,0,0
28,2013,30.6700,35,0,0
28,2014,19.8546,55,0,0
28,2015,31.5797,80,0,1
28,2016,19.2132,68,0,1
28,2017,29.9926,90,0,1
28,2018,38.8603,83,0,1
28,2019,42.4355,63,0,1
29,2010,29.8422,61,0,0
29,2011,41.5143,51,0,0
29,2012,32.9740,57,0,0
29,2013,35.5972,43,0,0
29,2014,41.4856,50,0,0
29,2015,24.3918,82,0,1
29,2016,35.6442,61,0,1
29,2017,26.1959,55,0,1
29,2018,30.9513,62,0,1
29,2019,15.7959,67,0,1
30,2010,44.3821,82,0,0
30,2011,40.5801,63,0,0
30,2012,44.6122,87,0,0
30,2013,39.1481,104,0,0
30,2014,41.7805,65,0,0
30,2015,46.1244,59,0,1
30,2016,36.5957,96,0,1
30,2017,45.8466,50,0,1
30,2018,44.2985,90,0,1
30,2019,38.8320,73,0,1
31,2010,28.5003,98,0,0
31,2011,53.5232,60,0,0
31,2012,53.7776,72,0,0
31,2013,84.9369,77,0,0
31,2014,57.4416,131,0,0
31,2015,62.5246,131,0,1
31,2016,137.8431,80,0,1
31,2017,47.9316,139,0,1
31,2018,52.2274,156,0,1
31,2019,69.6648,72,0,1
32,2010,24.3171,26,1,0
32,2011,28.1883,59,1,0
32,2012,20.9956,40,1,0
32,2013,17.2552,56,1,0
32,2014,16.8473,24,1,0
32,2015,17.1055,28,1,1
32,2016,21.5886,47,1,1
32,2017,24.5192,51,1,1
32,2018,21.7317,29,1,1
32,2019,14.7012,40,1,1
33,2010,63.2224,130,1,0
33,2011,70.6227,211,1,0
33,2012,88.8928,101,1,0
33,2013,105.2884,179,1,0
33,2014,182.8599,232,1,0
33,2015,261.0101,84,1,1
33,2016,165.8839,108,1,1
33,2017,97.5724,205,1,1
33,2018,171.2753,99,1,1
33,2019,96.1981,135,1,1
34,2010,28.6049,37,1,0
34,2011,44.7116,49,1,0
34,2012,32.2196,44,1,0
34,2013,43.4729,92,1,0
34,2014,33.8422,89,1,0
34,2015,56.0879,71,1,1
34,2016,49.5618,62,1,1
34,2017,39.7492,59,1,1
34,2018,46.5055,49,1,1
34,2019,42.6280,88,1,1
35,2010,60.5355,67,0,0
35,2011,23.8312,78,0,0
35,2012,35.6083,106,0,0
35,2013,56.0492,90,0,0
35,2014,47.3621,116,0,0
35,2015,52.7426,126,0,1
35,2016,50.0823,35,0,1
35,2017,39.5111,91,0,1
35,2018,77.3992,104,0,1
35,2019,50.9220,86,0,1
36,2010,15.7678,34,1,0
36,2011,24.3803,42,1,0
36,2012,13.2669,16,1,0
36,2013,12.7457,35,1,0
36,2014,22.8433,34,1,0
36,2015,13.6242,52,1,1
36,2016,39.0976,44,1,1
36,2017,17.5775,39,1,1
36,2018,14.9775,40,1,1
36,2019,31.0723,47,1,1
37,2010,17.1437,49,0,0
37,2011,8.9391,21,0,0
37,2012,25.2244,32,0,0
37,2013,19.6595,38,0,0
37,2014,15.9032,27,0,0
37,2015,24.2728,22,0,1
37,2016,17.1149,27,0,1
37,2017,15.4976,28,0,1
37,2018,28.6766,56,0,1
37,2019,20.1559,59,0,1
38,2010,37.2264,56,1,0
38,2011,31.5187,52,1,0
38,2012,76.2477,78,1,0
38,2013,67.5315,102,1,0
38,2014,48.2906,106,1,0
38,2015,33.7180,106,1,1
38,2016,40.5497,64,1,1
38,2017,68.4167,72,1,1
38,2018,50.2964,76,1,1
38,2019,56.7252,87,1,1
39,2010,32.0027,56,0,0
39,2011,40.4342,76,0,0
39,2012,60.7095,50,0,0
39,2013,42.2039,95,0,0
39,2014,32.1635,74,0,0
39,2015,24.9632,37,0,1
39,2016,53.1942,79,0,1
39,2017,38.5920,76,0,1
39,2018,39.0805,116,0,1
39,2019,30.9627,98,0,1
40,2010,47.0486,33,0,0
40,2011,41.6376,57,0,0
40,2012,20.1517,107,0,0
40,2013,70.4023,53,0,0
40,2014,50.2435,72,0,0
40,2015,38.5026,50,0,1
40,2016,60.4948,81,0,1
40,2017,40.0118,75,0,1
40,2018,37.7906,85,0,1
40,2019,35.0116,85,0,1
41,2010,80.9540,92,0,0
41,2011,59.0950,122,0,0
41,2012,45.4173,56,0,0
41,2013,48.8726,79,0,0
41,2014,51.6177,122,0,0
41,2015,79.0423,129,0,1
41,2016,58.6989,233,0,1
41,2017,63.9895,111,0,1
41,2018,77.1417,143,0,1
41,2019,72.3828,111,0,1
42,2010,45.6358,90,0,0
42,2011,131.3847,190,0,0
42,2012,67.4482,95,0,0
42,2013,94.8111,169,0,0
42,2014,98.1767,174,0,0
42,2015,48.0456,97,0,1
42,2016,80.2469,136,0,1
42,2017,94.7368,186,0,1
42,2018,81.7889,109,0,1
42,2019,96.1260,98,0,1
43,2010,16.4410,49,1,0
43,2011,36.6123,60,1,0
43,2012,52.5061,78,1,0
43,2013,35.1237,54,1,0
43,2014,38.3765,62,1,0
43,2015,52.8934,79,1,1
43,2016,37.0480,65,1,1
43,2017,40.4651,62,1,1
43,2018,38.9760,62,1,1
43,2019,42.0842,74,1,1
44,2010,49.7627,85,0,0
44,2011,51.6317,83,0,0
44,2012,42.0107,72,0,0
44,2013,65.2414,130,0,0
44,2014,26.7358,79,0,0
44,2015,59.4896,58,0,1
44,2016,43.1154,53,0,1
44,2017,45.0890,69,0,1
44,2018,51.0054,65,0,1
44,2019,41.4440,113,0,1
45,2010,62.6435,84,1,0
45,2011,49.9428,65,1,0
45,2012,43.4472,84,1,0
45,2013,77.7403,99,1,0
45,2014,35.7913,77,1,0
45,2015,63.0315,110,1,1
45,2016,43.7917,60,1,1
45,2017,90.8338,101,1,1
45,2018,33.6801,109,1,1
45,2019,75.4892,112,1,1
46,2010,71.1136,93,0,0
46,2011,92.3846,117,0,0
46,2012,130.5146,106,0,0
46,2013,73.4991,114,0,0
46,2014,50.3291,178,0,0
46,2015,78.5255,144,0,1
46,2016,95.8444,201,0,1
46,2017,119.5107,200,0,1
46,2018,105.3970,149,0,1
46,2019,216.6514,194,0,1
47,2010,12.2085,17,0,0
47,2011,9.7219,26,0,0
47,2012,13.0803,30,0,0
47,2013,10.0115,29,0,0
47,2014,13.9045,39,0,0
47,2015,6.7456,56,0,1
47,2016,13.9827,30,0,1
47,2017,12.6573,24,0,1
47,2018,15.4064,26,0,1
47,2019,6.9306,27,0,1
48,2010,47.8048,84,0,0
48,2011,54.7517,101,0,0
48,2012,123.1576,92,0,0
48,2013,100.6290,63,0,0
48,2014,57.4542,79,0,0
48,2015,47.0154,66,0,1
48,2016,36.6722,112,0,1
48,2017,48.5935,78,0,1
48,2018,82.4129,99,0,1
48,2019,79.7381,107,0,1
49,2010,58.0361,77,0,0
49,2011,109.1068,72,0,0
49,2012,50.5790,87,0,0
49,2013,105.3429,202,0,0
49,2014,86.5996,122,0,0
49,2015,63.4944,87,0,1
49,2016,109.1798,182,0,1
49,2017,97.5943,147,0,1
49,2018,80.9905,200,0,1
49,2019,61.5436,73,0,1
50,2010,22.5726,36,0,0
50,2011,16.2781,11,0,0
50,2012,17.9943,34,0,0
50,2013,19.4990,26,0,0
50,2014,13.5550,34,0,0
50,2015,17.2144,42,0,1
50,2016,17.6424,46,0,1
50,2017,19.6227,32,0,1
50,2018,20.0293,35,0,1
50,2019,14.4549,42,0,1
51,2010,43.8174,55,0,0
51,2011,68.0360,67,0,0
51,2012,64.2660,77,0,0
51,2013,54.5463,43,0,0
51,2014,33.5535,55,0,0
51,2015,37.1567,48,0,1
51,2016,48.1296,115,0,1
51,2017,61.5669,71,0,1
51,2018,44.0831,60,0,1
51,2019,26.2693,93,0,1
52,2010,24.9749,79,0,0
52,2011,20.0467,27,0,0
52,2012,14.1565,47,0,0
52,2013,31.1014,34,0,0
52,2014,21.6299,49,0,0
52,2015,22.2189,36,0,1
52,2016,20.4911,42,0,1
52,2017,14.3909,55,0,1
52,2018,38.8876,20,0,1
52,2019,17.2706,36,0,1
53,2010,60.0000,103,1,0
53,2011,44.3425,65,1,0
53,2012,41.7495,105,1,0
53,2013,36.5131,73,1,0
53,2014,33.0154,159,1,0
53,2015,20.8544,103,1,1
53,2016,52.3773,73,1,1
53,2017,32.7156,67,1,1
53,2018,56.7608,118,1,1
53,2019,98.5592,77,1,1
54,2010,42.1752,88,1,0
54,2011,36.8034,57,1,0
54,2012,37.3876,88,1,0
54,2013,51.2867,57,1,0
54,2014,43.6703,69,1,0
54,2015,41.7368,62,1,1
54,2016,24.8837,134,1,1
54,2017,50.6335,158,1,1
54,2018,26.4537,93,1,1
54,2019,27.6005,77,1,1
55,2010,38.0876,111,0,0
55,2011,58.3617,89,0,0
55,2012,48.2438,87,0,0
55,2013,68.3197,117,0,0
55,2014,76.3685,107,0,0
55,2015,72.5840,127,0,1
55,2016,37.3631,128,0,1
55,2017,39.2848,99,0,1
55,2018,77.1215,120,0,1
55,2019,52.7938,104,0,1
56,2010,10.0166,37,0,0
56,2011,14.3076,19,0,0
56,2012,15.8758,39,0,0
56,2013,11.4986,31,0,0
56,2014,12.1092,35,0,0
56,2015,9.7993,26,0,1
56,2016,15.4877,33,0,1
56,2017,8.4550,17,0,1
56,2018,10.4256,13,0,1
56,2019,10.2401,25,0,1
57,2010,30.4973,87,1,0
57,2011,42.7405,101,1,0
57,2012,47.6044,67,1,0
57,2013,27.9105,35,1,0
57,2014,44.7945,70,1,0
57,2015,34.8200,39,1,1
57,2016,36.5479,77,1,1
57,2017,54.4114,71,1,1
57,2018,36.6781,77,1,1
57,2019,57.6805,92,1,1
58,2010,74.8925,145,1,0
58,2011,31.5968,50,1,0
58,2012,36.9681,76,1,0
58,2013,34.4182,45,1,0
58,2014,39.8860,79,1,0
58,2015,50.5803,125,1,1
58,2016,55.3796,82,1,1
58,2017,46.6631,67,1,1
58,2018,44.1747,94,1,1
58,2019,48.2250,82,1,1
59,2010,24.8105,54,0,0
59,2011,28.3090,30,0,0
59,2012,27.4966,33,0,0
59,2013,16.0425,33,0,0
59,2014,34.1419,40,0,0
59,2015,18.7621,33,0,1
59,2016,23.3091,53,0,1
59,2017,34.2258,48,0,1
59,2018,31.7041,31,0,1
59,2019,19.1140,37,0,1
60,2010,23.0972,78,0,0
60,2011,30.5734,47,0,0
60,2012,30.5574,57,0,0
60,2013,17.1517,33,0,0
60,2014,32.0898,65,0,0
60,2015,32.2083,58,0,1
60,2016,26.1596,57,0,1
60,2017,43.9266,36,0,1
60,2018,34.7883,46,0,1
60,2019,36.5556,54,0,1
61,2010,43.5894,65,0,0
61,2011,45.2990,65,0,0
61,2012,69.7457,64,0,0
61,2013,72.2223,66,0,0
61,2014,49.9144,66,0,0
61,2015,78.9104,106,0,1
61,2016,62.6067,144,0,1
61,2017,69.0920,101,0,1
61,2018,86.8581,107,0,1
61,2019,66.5824,109,0,1
62,2010,36.2392,50,0,0
62,2011,43.4547,66,0,0
62,2012,38.3562,91,0,0
62,2013,34.6164,104,0,0
62,2014,40.6090,56,0,0
62,2015,53.1897,43,0,1
62,2016,30.0553,35,0,1
62,2017,52.2320,136,0,1
62,2018,15.2168,63,0,1
62,2019,43.8078,55,0,1
63,2010,72.4225,54,0,0
63,2011,45.0062,78,0,0
63,2012,49.2564,65,0,0
63,2013,51.5029,91,0,0
63,2014,32.5640,75,0,0
63,2015,50.9503,87,0,1
63,2016,58.7462,80,0,1
63,2017,46.5566,61,0,1
63,2018,86.3935,63,0,1
63,2019,48.3357,128,0,1
64,2010,39.3827,49,1,0
64,2011,27.7646,70,1,0
64,2012,29.8969,51,1,0
64,2013,22.1968,56,1,0
64,2014,50.7553,74,1,0
64,2015,38.8765,70,1,1
64,2016,37.1905,45,1,1
64,2017,40.3091,86,1,1
64,2018,54.6937,51,1,1
64,2019,65.0166,60,1,1
65,2010,16.3299,29,1,0
65,2011,11.3063,14,1,0
65,2012,10.5245,40,1,0
65,2013,11.4939,29,1,0
65,2014,9.6061,36,1,0
65,2015,18.6484,30,1,1
65,2016,19.9564,22,1,1
65,2017,9.2032,32,1,1
65,2018,17.6619,56,1,1
65,2019,16.4976,41,1,1
66,2010,31.2705,48,1,0
66,2011,25.4924,41,1,0
66,2012,28.7348,48,1,0
66,2013,19.3701,37,1,0
66,2014,44.4940,57,1,0
66,2015,30.8540,61,1,1
66,2016,35.0980,46,1,1
66,2017,30.7618,35,1,1
66,2018,28.6863,36,1,1
66,2019,28.1723,62,1,1
67,2010,48.5747,65,1,0
67,2011,53.1926,139,1,0
67,2012,39.4596,61,1,0
67,2013,31.8371,55,1,0
67,2014,106.7865,81,1,0
67,2015,36.0679,46,1,1
67,2016,37.4602,78,1,1
67,2017,92.3265,124,1,1
67,2018,38.5705,89,1,1
67,2019,59.4864,76,1,1
68,2010,55.0767,63,1,0
68,2011,42.4932,54,1,0
68,2012,26.5607,93,1,0
68,2013,39.5376,44,1,0
68,2014,53.6120,90,1,0
68,2015,54.5659,98,1,1
68,2016,38.9747,122,1,1
68,2017,42.8610,32,1,1
68,2018,94.7637,86,1,1
68,2019,39.7882,95,1,1
69,2010,14.0814,18,0,0
69,2011,13.8411,34,0,0
69,2012,15.7129,35,0,0
69,2013,18.7442,36,0,0
69,2014,16.6834,41,0,0
69,2015,10.6181,38,0,1
69,2016,8.9333,41,0,1
69,2017,19.7067,29,0,1
69,2018,25.3403,25,0,1
69,2019,27.5643,36,0,1
70,2010,45.8286,67,0,0
70,2011,38.3220,99,0,0
70,2012,61.7655,78,0,0
70,2013,54.5749,60,0,0
70,2014,52.2373,50,0,0
70,2015,79.0921,68,0,1
70,2016,46.2246,114,0,1
70,2017,37.6223,53,0,1
70,2018,51.9359,52,0,1
70,2019,64.3746,131,0,1
71,2010,17.3272,53,0,0
71,2011,25.6669,40,0,0
71,2012,12.2334,44,0,0
71,2013,22.9984,51,0,0
71,2014,25.6174,33,0,0
71,2015,36.5727,56,0,1
71,2016,22.9531,44,0,1
71,2017,24.7641,41,0,1
71,2018,28.2375,57,0,1
71,2019,34.0002,60,0,1
72,2010,31.7394,42,1,0
72,2011,38.6490,94,1,0
72,2012,50.9247,59,1,0
72,2013,46.0515,129,1,0
72,2014,26.7730,63,1,0
72,2015,42.0630,100,1,1
72,2016,38.8125,129,1,1
72,2017,39.8976,80,1,1
72,2018,35.0272,80,1,1
72,2019,47.9090,76,1,1
73,2010,34.9696,63,0,0
73,2011,36.3930,32,0,0
73,2012,16.5204,82,0,0
73,2013,30.8173,52,0,0
73,2014,39.7119,57,0,0
73,2015,85.8951,65,0,1
73,2016,25.2214,59,0,1
73,2017,42.1054,75,0,1
73,2018,36.0025,79,0,1
73,2019,27.1967,43,0,1
74,2010,58.7069,59,0,0
74,2011,46.4577,64,0,0
74,2012,41.9604,79,0,0
74,2013,44.4859,55,0,0
74,2014,84.1346,72,0,0
74,2015,44.4162,55,0,1
74,2016,32.0930,97,0,1
74,2017,71.9052,80,0,1
74,2018,75.5907,98,0,1
74,2019,28.6880,42,0,1
75,2010,29.8338,40,0,0
75,2011,22.8238,26,0,0
75,2012,26.5902,61,0,0
75,2013,24.8184,46,0,0
75,2014,36.2252,41,0,0
75,2015,26.6332,60,0,1
75,2016,43.9861,33,0,1
75,2017,29.1482,60,0,1
75,2018,14.5919,60,0,1
75,2019,17.9393,36,0,1
76,2010,50.6441,84,0,0
76,2011,24.6220,104,0,0
76,2012,39.2609,74,0,0
76,2013,34.6451,66,0,0
76,2014,33.7241,70,0,0
76,2015,62.2133,70,0,1
76,2016,34.6514,95,0,1
76,2017,47.4130,53,0,1
76,2018,80.7161,87,0,1
76,2019,24.4618,55,0,1
77,2010,35.6627,29,0,0
77,2011,33.1947,55,0,0
77,2012,14.9598,35,0,0
77,2013,25.3164,25,0,0
77,2014,23.2520,80,0,0
77,2015,27.3385,52,0,1
77,2016,8.3143,55,0,1
77,2017,25.9322,25,0,1
77,2018,17.1756,48,0,1
77,2019,32.9645,48,0,1
78,2010,57.7311,89,1,0
78,2011,54.0606,104,1,0
78,2012,41.5808,112,1,0
78,2013,56.9027,77,1,0
78,2014,42.8827,75,1,0
78,2015,63.0037,120,1,1
78,2016,65.6768,92,1,1
78,2017,58.0827,66,1,1
78,2018,72.6589,77,1,1
78,2019,48.8892,66,1,1
79,2010,70.8517,48,1,0
79,2011,89.2913,68,1,0
79,2012,52.1175,80,1,0
79,2013,68.1630,83,1,0
79,2014,54.7401,73,1,0
79,2015,58.5989,132,1,1
79,2016,78.5961,99,1,1
79,2017,65.4397,108,1,1
79,2018,84.8107,72,1,1
79,2019,34.2908,74,1,1
80,2010,37.5118,52,0,0
80,2011,51.5023,70,0,0
80,2012,27.1100,64,0,0
80,2013,50.5259,69,0,0
80,2014,37.5522,69,0,0
80,2015,37.1465,88,0,1
80,2016,30.0553,84,0,1
80,2017,40.7054,46,0,1
80,2018,31.6929,73,0,1
80,2019,41.2348,54,0,1
81,2010,45.8255,38,1,0
81,2011,36.8304,38,1,0
81,2012,47.4863,64,1,0
81,2013,34.8461,44,1,0
81,2014,25.0427,56,1,0
81,2015,27.3245,106,1,1
81,2016,40.2211,85,1,1
81,2017,34.0739,44,1,1
81,2018,21.2385,39,1,1
81,2019,20.5625,45,1,1
82,2010,36.7752,60,0,0
82,2011,22.2465,81,0,0
82,2012,35.0476,60,0,0
82,2013,36.2623,59,0,0
82,2014,41.5830,51,0,0
82,2015,58.3239,160,0,1
82,2016,24.6371,111,0,1
82,2017,58.2595,60,0,1
82,2018,39.4299,57,0,1
82,2019,49.9093,61,0,1
83,2010,20.9985,25,1,0
83,2011,24.1818,39,1,0
83,2012,8.9720,27,1,0
83,2013,16.0030,25,1,0
83,2014,19.6052,47,1,0
83,2015,12.9506,35,1,1
83,2016,12.1987,36,1,1
83,2017,20.9443,35,1,1
83,2018,20.6717,33,1,1
83,2019,29.0540,48,1,1
84,2010,41.4043,80,1,0
84,2011,77.3555,127,1,0
84,2012,39.2390,65,1,0
84,2013,67.9993,75,1,0
84,2014,47.0038,106,1,0
84,2015,67.2441,81,1,1
84,2016,104.7670,77,1,1
84,2017,65.0278,114,1,1
84,2018,25.0938,114,1,1
84,2019,39.1299,111,1,1
85,2010,13.7177,26,0,0
85,2011,23.2409,25,0,0
85,2012,14.9165,24,0,0
85,2013,14.2600,33,0,0
85,2014,20.0608,43,0,0
85,2015,18.7646,29,0,1
85,2016,15.3631,42,0,1
85,2017,21.1489,39,0,1
85,2018,16.5641,34,0,1
85,2019,15.5841,39,0,1
86,2010,33.3472,53,0,0
86,2011,14.7079,32,0,0
86,2012,18.8473,34,0,0
86,2013,19.8482,49,0,0
86,2014,16.0950,38,0,0
86,2015,15.4154,38,0,1
86,2016,29.5300,34,0,1
86,2017,21.2246,26,0,1
86,2018,19.0322,65,0,1
86,2019,18.4616,43,0,1
87,2010,13.2360,19,1,0
87,2011,15.0530,29,1,0
87,2012,28.5066,47,1,0
87,2013,17.2715,43,1,0
87,2014,13.7176,37,1,0
87,2015,14.5489,28,1,1
87,2016,23.3849,42,1,1
87,2017,14.7990,67,1,1
87,2018,32.0633,36,1,1
87,2019,12.8407,47,1,1
88,2010,9.9954,24,0,0
88,2011,12.6139,40,0,0
